"Date","Percentage of Tests Confirmed Positive","7-day Moving Average Percentage of Confirmed Positive Tests"
2020-12-02,12.7320954907162,10.7425563247374
2020-12-01,15.4150197628458,10.0136669874737
2020-11-30,12.0098039215686,8.85864172591528
2020-11-29,8.31758034026465,8.43785937788835
2020-11-28,11.4832535885167,7.88810129256722
2020-11-27,7.87172011661808,7.54254042069056
2020-11-26,7.36842105263158,7.37539587239953
2020-11-25,7.62987012987013,6.86083262813066
2020-11-24,7.32984293193717,7.15333966026903
2020-11-23,9.06432748538012,7.18508828903991
2020-11-22,4.46927374301676,7.17718564955833
2020-11-21,9.06432748538012,7.51029048008094
2020-11-20,6.70170827858081,8.1415502775146
2020-11-19,3.76647834274953,9.1988153952265
2020-11-18,9.67741935483871,10.3580596489497
2020-11-17,7.55208333333333,10.2673644827569
2020-11-16,9.00900900900901,10.8045264629336
2020-11-15,6.80100755667506,11.5438676278067
2020-11-14,13.4831460674157,12.8489029740074
2020-11-13,14.1025641025641,13.769140968673
2020-11-12,11.8811881188119,14.7457215481417
2020-11-11,9.04255319148936,15.4205755385486
2020-11-10,11.3122171945701,16.7661448628413
2020-11-09,14.1843971631206,18.8207487556805
2020-11-08,15.9362549800797,19.4198889292888
2020-11-07,19.9248120300752,20.3900343217449
2020-11-06,20.9386281588448,19.8452199047501
2020-11-05,16.6051660516605,17.9818068595016
2020-11-04,18.4615384615385,17.731281016195
2020-11-03,25.6944444444444,16.3926196775337
2020-11-02,18.3783783783784,13.9565526581333
2020-11-01,22.7272727272727,13.1492518508325
2020-10-31,16.1111111111111,12.0619670426175
2020-10-30,7.89473684210526,12.2813881443915
2020-10-29,14.8514851485149,12.9580798737148
2020-10-28,9.09090909090909,12.3561959771185
2020-10-27,8.64197530864197,12.1658690626537
2020-10-26,12.7272727272727,11.8529601475942
2020-10-25,15.1162790697674,12.2173180119521
2020-10-24,17.6470588235294,10.6126345942183
2020-10-23,12.6315789473684,10.7900388892696
2020-10-22,10.6382978723404,9.50817569469785
2020-10-21,7.75862068965517,8.98841885579208
2020-10-20,6.45161290322581,9.48718732869848
2020-10-19,15.2777777777778,9.06386721295526
2020-10-18,3.88349514563107,7.33484226964461
2020-10-17,18.8888888888889,7.61062203289332
2020-10-16,3.65853658536585,5.14833684333541
2020-10-15,7,5.1822750305837
2020-10-14,11.25,5.1190431804666
2020-10-13,3.48837209302326,4.1868159588693
2020-10-12,3.17460317460317,5.3965516225989
2020-10-11,5.81395348837209,5.65732259765559
2020-10-10,1.65289256198347,5.60597859282321
2020-10-09,3.8961038961039,6.6396923538097
2020-10-08,6.55737704918033,7.06157966415102
2020-10-07,4.7244094488189,6.80508362311166
2020-10-06,11.9565217391304,7.02302513042324
2020-10-05,5,5.60950140627648
2020-10-04,5.45454545454545,4.89521569199076
2020-10-03,8.88888888888889,4.39072018749526
2020-10-02,6.84931506849315,4.07325987003494
2020-10-01,4.76190476190476,4.01644527499675
2020-09-30,6.25,3.63072397616794
2020-09-29,2.06185567010309,3.89616799161196
2020-09-28,0,4.55399813397818
2020-09-27,1.92307692307692,4.55399813397818
2020-09-26,6.66666666666667,4.27927285925291
2020-09-25,6.45161290322581,4.42579300577305
2020-09-24,2.06185567010309,3.50413401959794
2020-09-23,8.10810810810811,4.04991934403699
2020-09-22,6.66666666666667,2.89161818573583
2020-09-21,0,1.93923723335488
2020-09-20,0,1.93923723335488
2020-09-19,7.69230769230769,3.23793853205618
2020-09-18,0,2.13903743315508
2020-09-17,5.88235294117647,2.13903743315508
2020-09-16,0,1.2987012987013
2020-09-15,0,1.2987012987013
2020-09-14,0,1.2987012987013
2020-09-13,9.09090909090909,1.2987012987013
2020-09-12,0,0
2020-09-11,0,0
2020-09-10,0,0.952380952380952
2020-09-09,0,0.952380952380952
2020-09-08,0,2.25108225108225
2020-09-07,0,2.25108225108225
2020-09-06,0,2.25108225108225
2020-09-05,0,2.25108225108225
2020-09-04,6.66666666666667,2.25108225108225
2020-09-03,0,2.3191094619666
2020-09-02,9.09090909090909,3.07098916121472
2020-09-01,0,1.77228786251343
2020-08-31,0,1.77228786251343
2020-08-30,0,1.77228786251343
2020-08-29,0,1.77228786251343
2020-08-28,7.14285714285714,1.77228786251343
2020-08-27,5.26315789473684,0.75187969924812
2020-08-26,0,0
2020-08-25,0,0
2020-08-24,0,0
2020-08-23,0,0
2020-08-22,0,0
2020-08-21,0,0
2020-08-20,0,0
2020-08-19,0,0
2020-08-18,0,0
2020-08-17,0,0
2020-08-16,0,0
2020-08-15,0,0.793650793650794
2020-08-14,0,0.793650793650794
2020-08-13,0,0.793650793650794
2020-08-12,0,0.793650793650794
2020-08-11,0,0.793650793650794
2020-08-10,0,1.54553049289891
2020-08-09,5.55555555555556,8.68838763575606
2020-08-08,0,7.89473684210526
2020-08-07,0,8.29156223893066
2020-08-06,0,8.29156223893066
2020-08-05,0,8.29156223893066
2020-08-04,5.26315789473684,8.63999429467979
2020-08-03,50,9.07859078590786
2020-08-02,0,2.61600575189425
2020-08-01,2.77777777777778,3.02416901720038
2020-07-31,0,2.89688539935072
2020-07-30,0,3.38114690056137
2020-07-29,2.4390243902439,3.58522853321444
2020-07-28,8.33333333333333,3.74700055909796
2020-07-27,4.76190476190476,3.03271484481224
2020-07-26,2.85714285714286,2.35244273596871
2020-07-25,1.88679245283019,1.94427947066259
2020-07-24,3.38983050847458,1.67473769168684
2020-07-23,1.42857142857143,1.94235588972431
2020-07-22,3.57142857142857,2.32136463608
2020-07-21,3.33333333333333,2.12171956065852
2020-07-20,0,1.86530930424827
2020-07-19,0,1.86530930424827
2020-07-18,0,2.15102358996255
2020-07-17,5.26315789473684,2.15102358996255
2020-07-16,4.08163265306122,1.39914389071443
2020-07-15,2.17391304347826,1.81273125256947
2020-07-14,1.53846153846154,1.90458673327982
2020-07-13,0,1.6848065134996
2020-07-12,2,8.82766365635675
2020-07-11,0,8.54194937064246
2020-07-10,0,9.21159222778532
2020-07-09,6.97674418604651,9.45372297839064
2020-07-08,2.8169014084507,8.45704523752686
2020-07-07,0,8.35858211838648
2020-07-06,50,9.25143926124362
2020-07-05,0,2.10858211838648
2020-07-04,4.6875,2.10858211838648
2020-07-03,1.69491525423729,1.89245400047265
2020-07-02,0,1.65032324986732
2020-07-01,2.12765957446809,2.84079944034351
2020-06-30,6.25,3.72732426303855
2020-06-29,0,2.83446712018141
2020-06-28,0,3.78684807256236
2020-06-27,3.17460317460317,4.26303854875283
2020-06-26,0,3.80952380952381
2020-06-25,8.33333333333333,3.80952380952381
2020-06-24,8.33333333333333,2.61904761904762
2020-06-23,0,2.52747252747253
2020-06-22,6.66666666666667,2.52747252747253
2020-06-21,3.33333333333333,1.57509157509157
2020-06-20,0,2.45944531658817
2020-06-19,0,2.45944531658817
2020-06-18,0,3.41182626896913
2020-06-17,7.69230769230769,4.20547706261992
2020-06-16,0,5.14739229024943
2020-06-15,0,6.93310657596372
2020-06-14,9.52380952380952,7.40929705215419
2020-06-13,0,6.04875283446712
2020-06-12,6.66666666666667,9.00441785909766
2020-06-11,5.55555555555556,8.80391660596483
2020-06-10,14.2857142857143,8.01026581231404
2020-06-09,12.5,6.83525035158429
2020-06-08,3.33333333333333,7.03366304999699
2020-06-07,0,7.57788073707182
2020-06-06,20.6896551724138,10.752483911675
2020-06-05,5.26315789473684,9.4451705353961
2020-06-04,0,10.0538350538351
2020-06-03,6.06060606060606,12.9950115244233
2020-06-02,13.8888888888889,13.3714466834671
2020-06-01,7.14285714285714,12.7266054136259
2020-05-31,22.2222222222222,14.4088999530633
2020-05-30,11.5384615384615,13.6152491594125
2020-05-29,9.52380952380952,16.3625019066652
2020-05-28,20.5882352941176,18.0094764859706
2020-05-27,8.69565217391304,17.665702612785
2020-05-26,9.375,17.2171173815911
2020-05-25,18.9189189189189,17.0683078577815
2020-05-24,16.6666666666667,20.1857109751847
2020-05-23,30.7692307692308,19.1034598929336
2020-05-22,21.0526315789474,17.564998354472
2020-05-21,18.1818181818182,16.022681022681
2020-05-20,5.55555555555556,16.4014689014689
2020-05-19,8.33333333333333,15.6078181078181
2020-05-18,40.7407407407407,15.0666925666926
2020-05-17,9.09090909090909,11.9251581751582
2020-05-16,20,14.5225607725608
2020-05-15,10.2564102564103,12.9641192141192
2020-05-14,20.8333333333333,12.8814062281804
2020-05-13,0,10.3978265894284
2020-05-12,4.54545454545455,10.3978265894284
2020-05-11,18.75,10.4287480489213
2020-05-10,27.2727272727273,8.00991688009009
2020-05-09,9.09090909090909,4.11381298398619
2020-05-08,9.67741935483871,5.19606406623727
2020-05-07,3.44827586206897,5.02938105809922
2020-05-06,0,12.4732781571687
2020-05-05,4.76190476190476,15.1048571045372
2020-05-04,1.81818181818182,15.6150611861698
2020-05-03,0,18.1330987042073
2020-05-02,16.6666666666667,18.1330987042073
2020-05-01,8.51063829787234,16.9943823480997
2020-04-30,55.5555555555556,15.778576876975
2020-04-29,18.4210526315789,9.52274120937467
2020-04-28,8.33333333333333,11.653067023911
2020-04-27,19.4444444444444,10.4625908334348
2020-04-26,0,7.68481305565704
2020-04-25,8.69565217391304,10.0657654366094
2020-04-24,0,8.8235294117647
2020-04-23,11.7647058823529,23.109243697479
2020-04-22,33.3333333333333,26.9230769230769
2020-04-21,0,22.1611721611722
2020-04-20,0,26.2428048142334
2020-04-19,16.6666666666667,30.3244374672946
2020-04-18,0,37.4672946101518
2020-04-17,100,42.2291993720565
2020-04-16,38.4615384615385,30.3244374672946
2020-04-15,0,24.8299319727891
2020-04-14,28.5714285714286,24.8299319727891
2020-04-13,28.5714285714286,20.7482993197279
2020-04-12,66.6666666666667,23.8095238095238
2020-04-11,33.3333333333333,19.047619047619
2020-04-10,16.6666666666667,19.047619047619
2020-04-09,0,24.6031746031746
2020-04-08,0,31.7460317460317
2020-04-07,0,46.031746031746
2020-04-06,50,49.2063492063492
2020-04-05,33.3333333333333,47.7777777777778
2020-04-04,33.3333333333333,47.0975056689342
2020-04-03,55.5555555555556,45.1927437641723
2020-04-02,50,37.2562358276644
2020-04-01,100,37.2562358276644
2020-03-31,22.2222222222222,22.9705215419501
2020-03-30,40,19.7959183673469
2020-03-29,28.5714285714286,14.0816326530612
2020-03-28,20,15.7142857142857
2020-03-27,0,14.047619047619
2020-03-26,50,14.047619047619
2020-03-25,0,10.4761904761905
2020-03-24,0,10.4761904761905
2020-03-23,0,12.5170068027211
2020-03-22,40,19.6598639455782
2020-03-21,8.33333333333333,13.9455782312925
2020-03-20,0,12.7551020408163
2020-03-19,25,17.5170068027211
2020-03-18,0,13.9455782312925
2020-03-17,14.2857142857143,13.9455782312925
2020-03-16,50,0
2020-03-15,0,0
2020-03-14,0,0
2020-03-13,33.3333333333333,0
2020-03-12,0,0
2020-03-11,0,0
